trade_date,open,close,high,low,volume,money,labels,RSI,WR,MACD,OBV,CCI,PSY,SMA,AD,MFI,ROC,EMA,KD-K,rclose,ropen,rhigh,rlow
2005-04-11,92.19,89.06,92.19,87.5,3605260.0,323378861.0,0.0,24.63000651302593,-88.90469416785204,-1.252100299283451,1412671.0,-150.65571139379475,0.4166666666666667,95.28000000000002,3565402.1692927587,24.95306827590686,-0.02570834700798593,94.62111458457971,29.969621718060605,-0.0066467883982617645,-0.034541364916946614,-0.034541364916946614,-0.0018302453061538198
2005-04-12,89.06,88.47,89.06,87.34,2085856.0,184112838.0,1.0,23.389142454493577,-92.05344585091423,-1.8256637097246275,-673185.0,-152.17526635007025,0.3333333333333333,93.42400000000002,4220263.93673461,22.643229902705155,-0.055009613330485,93.50273011465612,15.167123446349699,0.00664678839826185,0.007048980236355447,0.017364639345435914,0.0050251362026729795
2005-04-13,89.69,89.06,90.62,87.78,827941.0,73673902.0,0.0,27.75669871878487,-87.9043600562588,-2.0244872407562,154756.0,-117.97706591450913,0.4166666666666667,91.36800000000002,4138635.950819117,28.588924503000413,-0.050026666666666636,92.69496100290048,10.379166641658284,-0.01950175183614141,-0.007048980236355305,-0.013777995733686814,-0.013995869161916565
2005-04-14,89.06,87.34,89.38,86.56,1293486.0,112863103.0,0.0,23.14143827629561,-94.8,-2.2682318081589967,-1138730.0,-128.66624525916578,0.4166666666666667,89.53600000000002,3560695.3976276307,24.438703786936067,-0.0630765930057927,91.72133172964584,8.414064697608971,-0.019072415376387496,-0.024782443707931145,-0.024807298065581768,-0.02444137335876612
2005-04-15,86.88,85.69,87.19,84.47,1086529.0,92940092.0,0.0,19.42356854936377,-92.86132241076656,-2.513250285860757,-2225259.0,-135.64172973455663,0.3333333333333333,87.92399999999998,3448846.824098218,21.42219740917444,-0.07522123893805309,90.62472596061932,8.144772510991539,-0.024812236969962653,-0.013791723504597826,-0.017353512758696173,-0.013827851752587342
2005-04-18,85.69,83.59,85.69,83.31,1094611.0,92016481.0,1.0,15.59663213673177,-98.46575342465755,-2.7979306440393263,-3319870.0,-129.6843141390707,0.25,86.83000000000001,2611791.3535099844,20.930039029535752,-0.10598930481283418,89.34568487687038,4.624308054858628,0.02001606470646954,-0.02289996197585156,-0.002570695503100755,0.005267580718357825
2005-04-19,83.75,85.28,85.47,83.75,924847.0,78411743.0,0.0,29.08890384028382,-89.2054794520548,-2.602431944095929,-2395023.0,-98.70296996173252,0.3333333333333333,86.19200000000002,3332311.690719289,25.679835913196264,-0.12425549394126098,88.60646944471212,6.489148237507024,-0.025173497427722333,0.01810378971235855,0.0010524470362781994,-0.022581409912087104
2005-04-20,85.28,83.16,85.56,81.88,1167711.0,96976977.0,1.0,23.446818759440195,-93.4959349593496,-2.596573807505356,-3562734.0,-98.84517856509552,0.25,85.01200000000001,2976921.3863714626,24.536869682603545,-0.14435641526906062,87.61620227294628,6.96163895196931,0.0251734974277222,-0.018103789712358608,-0.0017546942561490894,0.002926831357644097
2005-04-21,83.75,85.28,85.41,82.12,2211999.0,185599865.0,0.0,37.900585088656115,-82.72357723577234,-2.1627938891623373,-1350735.0,-79.947688241867,0.25,84.6,5014111.954760526,29.67542667497522,-0.1275703324808184,87.19143822331968,17.442787280718733,-0.0022304405560683825,0.03669168548044938,0.017064666227569438,0.02714881454545973
2005-04-22,86.88,85.09,86.88,84.38,1597904.0,136821984.0,1.0,37.14630542674717,-83.68902439024387,-1.7734485104222757,-2948639.0,-58.75950813264775,0.25,84.47999999999998,4323817.426760537,33.855502603252894,-0.1434467485403664,86.80935854635244,26.08717669379881,0.016434894076367574,-0.02187659969530877,-0.003690041087453796,-0.003442752851385913
2005-04-25,85.0,86.5,86.56,84.09,1315016.0,112334813.0,1.0,46.6087496513101,-76.52439024390243,-1.2241053962780415,-1633623.0,-48.78257155061929,0.3333333333333333,85.06199999999998,5574946.009756485,36.67152080607202,-0.10362694300518134,86.75311153792475,40.855264082696536,0.007601096138585539,0.01749315744751712,0.012970052693092857,0.025362402066662532
2005-04-26,86.5,87.16,87.69,86.25,1794394.0,156631303.0,0.0,50.77163104658688,-73.17073170731706,-0.6962127869608992,160771.0,-15.202479433011431,0.4166666666666667,85.43799999999997,6048466.6486453675,38.78061054373594,-0.07029333333333337,86.82709125830208,53.32936689549962,-0.01817705618290076,0.011494379425735212,0.00386979768155053,-0.02191964921527659
2005-04-27,87.5,85.59,88.03,84.38,1152027.0,100445238.0,1.0,41.52870814528488,-75.20053475935825,-0.4924779122415659,-991256.0,-26.684065444559664,0.4166666666666667,85.92399999999998,5660249.330837154,38.51499198726685,-0.03896249719290365,86.60216557497442,61.195205050448685,0.020240094163896574,-0.0329955582707911,-0.00603887210924605,0.000710816283927242
2005-04-28,84.66,87.34,87.5,84.44,488031.0,42225345.0,0.0,52.97864299994559,-47.041707080504295,-0.07772719984860466,-503225.0,6.157862176150968,0.4166666666666667,86.33600000000001,6097244.409268527,43.953165435702886,-0.0127726913077879,86.73631728861544,73.16856368563687,-0.04687992206310752,0.031165312964637336,-0.0003429159318052622,-0.04703897456981297
2005-04-29,87.34,83.34,87.47,80.56,2093900.0,173474231.0,0.0,34.466388996993466,-72.36580516898609,-0.2861837440367321,-2597125.0,-103.25412874957762,0.4166666666666667,85.98600000000002,5688161.196533362,47.9035289436076,-0.064226364248821,86.11880505432173,62.107073279568176,-0.041277061650508914,-0.04796041919686167,-0.04872728744494565,-0.0108581410006501
2005-05-09,83.25,79.97,83.31,79.69,844455.0,68151727.0,1.0,25.46892311593495,-97.43824336688014,-0.7932643595625777,-3441580.0,-193.85022292752856,0.4166666666666667,84.68000000000002,4974340.119185297,51.5385437705292,-0.08438287153652398,85.0008404989905,43.117776911784325,0.017477978229745218,-0.04760168150563397,-0.021597539311998443,-0.0059153152158861215
2005-05-10,79.38,81.38,81.53,79.22,400621.0,32233314.0,0.0,34.105542275163366,-78.74015748031499,-0.8490298778832024,-3040959.0,-171.26252794001027,0.5,83.52400000000003,5322932.417886593,48.005496475632036,-0.0502975843155561,84.3425058628104,21.69681219135389,-0.03247038503078405,0.02328437385492769,0.002327719274601811,-0.02686614189148032
2005-05-11,81.25,78.78,81.72,77.12,956697.0,75824948.0,0.0,27.14514510299852,-84.78460128322642,-1.1288790690683799,-3997656.0,-184.6731876305473,0.4166666666666667,82.162,5056721.078756158,49.25804938411565,-0.057542768273716974,83.33114116048125,14.363435503013795,-0.012389199913920994,-0.04364649248224567,-0.04096476862127578,-0.015419095498633966
2005-05-12,77.78,77.81,78.44,75.94,873889.0,67601464.0,0.0,24.872612613196825,-84.5326716294458,-1.323890880359344,-4871545.0,-180.73736039389888,0.4166666666666667,80.256,5490170.022756161,50.14451578489736,-0.08759380863039397,82.32729731312101,18.40010691030484,-0.004766514660517296,-0.011638564065564249,0.001910463549938045,0.008914584468846675
2005-05-13,76.88,77.44,78.59,76.62,660457.0,51337358.0,1.0,23.954662202860003,-87.59305210918112,-1.3759068124230571,-5532002.0,-132.1773299419549,0.3333333333333333,79.07600000000002,5379535.093822147,55.344158554874106,-0.06878306878306878,81.43869780164447,14.36322499271553,0.007974318784147477,0.007257678306284511,-0.00599835886960537,0.0028671986278530656
2005-05-16,77.44,78.06,78.12,76.84,291109.0,22536548.0,0.0,29.20820135003467,-82.46484698097598,-1.2060739922648196,-5240893.0,-104.49678800856512,0.4166666666666667,78.69400000000002,5643352.625072146,53.46064209901294,-0.0846622889305816,80.82438911043639,15.136476426799009,-0.04627603285886641,0.0068206943531869384,-0.00038409833389454914,-0.031328978177801774
2005-05-17,77.97,74.53,78.09,74.47,901521.0,68275311.0,0.0,19.842504025006466,-99.55752212389379,-1.4330313123010798,-6142414.0,-118.8175303816518,0.3333333333333333,77.32400000000003,4771716.299105296,54.67047617820162,-0.1241038899988248,79.67995472672068,10.13419224495401,-0.046833137687953316,-0.04929048168905705,-0.03784376428464824,-0.06147263805512776
2005-05-18,74.22,71.12,75.19,70.03,1501024.0,107112006.0,1.0,14.465596466062276,-93.94444444444444,-1.8782091198139463,-7643438.0,-152.01588148556144,0.25,75.79200000000003,3904845.8494928963,42.86089215168735,-0.17780346820809242,78.12359932186237,8.081876281347732,0.015763735786892344,-0.058109933965025125,-0.02436682446279953,0.0
2005-05-19,70.03,72.25,73.38,70.03,573447.0,41219709.0,1.0,22.785880061160736,-87.66666666666669,-1.853081138981396,-7069991.0,-130.50404854496614,0.3333333333333333,74.68000000000005,4091430.0972540905,34.327100602765114,-0.17106470858191827,77.05567217243284,7.8091144316328975,0.022309828338497532,0.03810518438417557,0.014342012846914028,0.032453504856525456
2005-05-20,72.75,73.88,74.44,72.34,661410.0,48712260.0,0.0,33.91345993376114,-78.61111111111114,-1.4664506410552125,-6408581.0,-91.56767854524149,0.3333333333333333,73.96800000000003,4400088.097254088,30.347103850755392,-0.13681504848697287,76.47827723199052,18.633666402135464,-0.01665112853798331,0.0170361871525678,-0.005117856288583274,-0.00902595865917109
2005-05-23,74.0,72.66,74.06,71.69,474679.0,34416674.0,1.0,30.026879437479625,-85.3888888888889,-1.2339235245774898,-6883260.0,-92.80073430085554,0.3333333333333333,72.88800000000003,4313964.90316126,17.599401436389876,-0.16807877261277773,75.78404500799225,24.049620208807806,0.02621542317401606,-0.020892410082979773,0.015142667904468844,-0.003913352303762211
2005-05-24,72.47,74.59,75.19,71.41,541394.0,39845134.0,0.0,42.529930713064104,-73.89811104751,-0.7053112344307788,-6341866.0,-69.5629717148631,0.4166666666666667,72.90000000000005,4683487.792050151,23.34182899022093,-0.10499160067194624,75.56694591563001,36.234340397975714,-0.004972794334620433,0.030173531247785275,0.005702555072851423,0.03047881238985665
2005-05-25,74.69,74.22,75.62,73.62,462316.0,34437031.0,0.0,40.85070161594693,-75.97477064220185,-0.31078292987944955,-6804182.0,-44.561457849362476,0.3333333333333333,73.52000000000005,4498561.392050149,22.65858270445588,-0.07190196323621358,75.32204665824273,41.572495862747104,-0.003374050032675189,-0.01266521914904601,-0.016533709965862974,-0.0004075810123674178
2005-05-26,73.75,73.97,74.38,73.59,279748.0,20720179.0,1.0,39.58349072483588,-70.33132530120484,-0.004953119034166065,-7083930.0,-47.00097061526694,0.3333333333333333,73.86400000000006,4487938.050277997,27.570045860688943,-0.0910543130990415,75.0762199931077,50.30724250930918,0.021267437033532517,-0.00040686241830671145,0.01996605656988952,-0.006817588446207299
2005-05-27,73.72,75.56,75.88,73.09,790904.0,59399723.0,0.0,51.14892324968197,-52.6946107784431,0.4641103822964308,-6293026.0,-16.48356058553829,0.4166666666666667,74.20000000000006,5097416.043109542,36.329342220894134,-0.040873318101040855,75.16417999436085,55.42037377559089,-0.0011918163365317756,0.029274295227054305,0.0069604325926619,0.020717009300711367
2005-05-30,75.91,75.47,76.41,74.62,671323.0,50698083.0,0.0,50.4923868904507,-53.46449957228401,0.7954113627621995,-6964349.0,17.07760186867372,0.4166666666666667,74.76200000000007,5063662.372718479,42.41687795040857,-0.03007325536563428,75.2197836317498,67.52632695872745,0.0,-0.005813201731899773,-0.01237835136269828,0.011326658503765085
2005-05-31,75.47,75.47,75.47,75.47,0.0,0.0,0.0,50.4923868904507,-36.448598130841155,1.0326723953047845,-6964349.0,30.57829960348072,0.3333333333333333,74.93800000000007,5063662.372718479,47.382371756720886,-0.025439049586776844,75.26527751688619,79.7144457322433,-0.04971148417455085,0.0,0.0,-0.0531989676562586
2005-06-01,75.47,71.81,75.47,71.56,867791.0,63217708.0,1.0,28.825394963065897,-79.2056074766355,0.7290544265421417,-7832140.0,-69.21807984163621,0.3333333333333333,74.45600000000005,4306842.08883101,47.70172697043005,-0.08006661542403279,74.6370452410887,59.5109717868339,0.009562819738402966,-0.04873716438141885,-0.027266479984541986,-0.012656616709519355
2005-06-02,71.88,72.5,73.44,70.66,1036298.0,75121954.0,1.0,35.12349318629757,-69.46847960444997,0.6558921466594203,-6795842.0,-93.57489408227428,0.4166666666666667,74.16200000000006,4642334.247104393,38.32892124169531,-0.027237354085603127,74.24849156089077,41.755485893416974,0.021694008567936404,0.012030844136243666,0.024347157316750145,0.0291492641206027
2005-06-03,72.75,74.09,75.25,72.75,1119969.0,82991725.0,1.0,47.87731683238097,-49.62779156327542,0.8443871995006207,-5675873.0,14.350180505413904,0.4166666666666667,73.86800000000005,4722972.015104396,43.444988000553906,0.04176040494938131,74.21967491345606,33.21739130434791,0.052197191323903366,0.013652089168327265,0.03743020237949316,0.0008244023550177622
2005-06-06,73.75,78.06,78.12,72.81,796451.0,60365552.0,0.0,67.19815184635382,-0.741656365883835,1.4888503277474836,-4879422.0,150.35338237415237,0.4166666666666667,74.38600000000005,5501424.122449028,52.34500147938292,0.08041522491349484,74.91791583828223,63.61596145626922,-0.011596573714940649,0.05564314210157932,0.010821927501011434,0.0502214387380792
2005-06-07,77.97,77.16,78.97,76.56,618658.0,48057479.0,1.0,61.04262052025259,-20.246085011185716,1.7603441533370852,-5498080.0,176.99882342293378,0.4166666666666667,74.72400000000005,5190811.599627449,64.4097889632641,0.04439631835408773,75.32556750404909,79.02229920195713,0.0672806755670646,-0.014078372659471532,0.06803846743134677,0.004171017517338104
2005-06-08,76.88,82.53,84.53,76.88,1773262.0,144530369.0,0.0,76.47323999728005,-14.419610670511892,2.58009721454457,-3724818.0,257.0648203153257,0.4166666666666667,76.86800000000005,6036877.782633986,74.62700423385074,0.1358381502890174,76.63546432149472,87.6650376741053,-0.04688358589885038,0.07091609894255582,-0.02237069185725002,0.016000341346441342
2005-06-09,82.53,78.75,82.66,78.12,2688127.0,213356996.0,0.0,57.30160431976265,-41.672674837779375,2.526771921729554,-6412945.0,150.95398428731713,0.4166666666666667,78.11800000000005,4094794.839902705,56.039395393373184,0.05577155114626621,77.01992535395023,74.04224257625752,-0.002415613659532005,-0.050827862276447325,-0.038601500114542345,-0.020171358863779423
2005-06-10,78.44,78.56,79.53,76.56,613821.0,47823007.0,0.0,56.44802966461749,-43.042537851478,2.381465232804697,-7026766.0,79.31192660550457,0.4166666666666667,79.01200000000004,4307668.789397654,55.238724805234746,0.058474804634869364,77.29993892595928,66.95505888007692,-0.0056165580377322685,-0.004087895319667208,-0.0031484189473112816,0.01619521048413989
2005-06-13,78.12,78.12,79.28,77.81,449587.0,35215899.0,0.0,54.20420940080954,-46.21485219899058,2.1487869306200618,-7476353.0,71.37616404853689,0.3333333333333333,79.02400000000004,4047703.517288812,55.01571405227674,0.05610382587535495,77.44904093942124,56.35664503725069,-0.007194275634027197,0.01989800140117856,0.005158217387924193,-0.016979216796348597
2005-06-14,79.69,77.56,79.69,76.5,266559.0,20688030.0,0.0,51.10184737688406,-50.25234318673393,1.8533294156107445,-7742912.0,48.506623117401155,0.3333333333333333,79.10400000000007,3958293.445188498,52.10016539154351,0.02646903123345685,77.46921531407192,53.49675558759918,-0.02150340234577433,-0.028640664441335208,-0.028640664441335208,-0.01900294712561536
2005-06-15,77.44,75.91,77.44,75.06,362652.0,27482002.0,1.0,42.50109006388936,-62.14852198990629,1.3906648576449014,-8105564.0,-11.12693313905396,0.3333333333333333,77.78000000000004,3854678.588045641,51.71281834700292,0.005830131177951474,77.1857216206043,43.45264398291355,0.002368422159754725,-0.0216690373778668,-0.011428695823622744,0.00332513440638568
2005-06-16,75.78,76.09,76.56,75.31,427342.0,32532744.0,0.0,43.74064184269331,-60.85075702956016,1.077854848197644,-7678222.0,-19.30311757176865,0.4166666666666667,77.24800000000005,3960659.404045642,46.69024576761987,0.008215184841658998,76.98649950776715,34.85304409019938,-0.004478405798952953,0.010240341554244041,0.0,-0.013771191628755324
2005-06-17,76.56,75.75,76.56,74.28,259470.0,19417327.0,0.0,41.702856101862174,-63.30209084354721,0.8065417645890065,-7937692.0,-34.750580510849936,0.3333333333333333,76.68600000000005,4035769.140887746,42.543910883357384,0.05486701016571505,76.76168141544585,23.050979623988734,-0.01449397090304079,-0.01845557259943437,0.004171017517338104,-0.011372990172270024
2005-06-20,75.16,74.66,76.88,73.44,1405160.0,105417173.0,0.0,35.36458562521186,-71.1607786589762,0.4778960627787399,-9342852.0,-50.904069439747936,0.25,75.99400000000007,3627292.396701698,37.95857285411069,0.029793103448275814,76.37955752172842,17.77623775025208,-0.003757384989513818,-0.002131061008954063,-0.01851053836525994,0.008001670142772001
2005-06-21,75.0,74.38,75.47,74.03,554160.0,41256204.0,0.0,33.78187506688863,-73.17952415284789,0.2328389309363504,-9897012.0,-70.6453299118496,0.16666666666666666,75.35800000000005,3342515.730035028,38.83021319143965,0.003914158455931867,76.01600160868688,11.845864297871994,0.0,-0.009242581366932543,-0.012533497403174585,-0.010182696089132208
2005-06-22,74.31,74.38,74.53,73.28,407694.0,30179459.0,1.0,33.78187506688863,-86.16298811544996,0.08822699987482352,-9897012.0,-101.00703789343365,0.16666666666666666,75.05200000000005,3652363.170035025,40.73201281117253,-0.0471432231616706,75.71854677074381,12.785605302146287,0.00080634327712614,0.0009415563275459528,0.005486064471938702,0.008560416430920526
2005-06-23,74.38,74.44,74.94,73.91,515361.0,38345959.0,0.0,34.683880210009285,-86.09215017064852,0.02161000358087506,-9381651.0,-89.67116303498493,0.16666666666666666,74.72200000000005,3667373.684598132,37.68495101331722,-0.035251425609123886,75.48608372151766,15.150879354046138,-0.010126326995142026,0.0,-0.007500704868617317,-0.010746209650900729
2005-06-24,74.38,73.69,74.38,73.12,579386.0,42584230.0,1.0,28.79941431920677,-95.0043821209466,-0.09606297454264467,-9961037.0,-100.04348694803859,0.16666666666666666,74.31000000000003,3612194.0655505112,31.32309570784254,-0.10711256512783236,75.15952304487809,14.644403127723214,0.015485396626981025,0.0,0.014548137799853185,0.012773648339571977
