,open,close,high,low,volume,money
2016-12-26,3293.22,3322.4,3322.42,3267.05,8979398200.0,95493219936.0
2016-12-27,3319.21,3316.39,3330.23,3315.83,7548635900.0,79617133030.0
2016-12-28,3315.75,3301.89,3320.55,3293.17,6900043700.0,71759839566.0
2016-12-29,3297.04,3297.76,3312.11,3288.1,7008792300.0,75972960431.0
2016-12-30,3302.6,3310.08,3313.55,3295.75,7174411600.0,76921368838.0
2017-01-03,3313.95,3342.23,3345.26,3313.95,8656789600.0,87612765768.0
2017-01-04,3340.56,3368.31,3369.57,3338.15,9005082700.0,98014355468.0
2017-01-05,3368.34,3367.79,3373.41,3361.46,8833635700.0,91189339582.0
2017-01-06,3366.85,3347.67,3368.87,3346.89,8745911400.0,91072256748.0
2017-01-09,3345.75,3363.9,3366.22,3344.35,8370794200.0,87916115243.0
2017-01-10,3361.64,3358.27,3370.51,3354.09,8381916000.0,82533965080.0
2017-01-11,3355.8,3334.5,3366.63,3334.3,9107143800.0,86750457122.0
2017-01-12,3332.69,3317.62,3343.13,3315.96,8123913500.0,75031886874.0
2017-01-13,3317.96,3319.91,3338.17,3309.37,8418058900.0,84556101403.0
2017-01-16,3314.15,3319.45,3322.78,3264.21,15777913500.0,153262520121.0
2017-01-17,3305.6,3326.36,3327.38,3292.2,6945332800.0,74754505696.0
2017-01-18,3323.34,3339.37,3350.96,3320.41,7062322700.0,75680677264.0
2017-01-19,3330.95,3329.29,3346.5,3324.68,6615980800.0,63869709163.0
2017-01-20,3326.98,3354.89,3358.41,3326.37,6530046200.0,70831324310.0
2017-01-23,3359.05,3364.08,3378.74,3355.85,7555749800.0,76492660154.0
2017-01-24,3363.14,3364.45,3371.32,3355.9,6619422600.0,66049651289.0
2017-01-25,3361.66,3375.9,3376.44,3357.22,5837693100.0,62483395802.0
2017-01-26,3378.26,3387.96,3395.88,3378.26,6531664700.0,66488818305.0
2017-02-03,3390.93,3364.49,3392.48,3362.57,5518886100.0,57113853255.0
2017-02-06,3368.11,3373.21,3381.33,3358.75,6852136000.0,73408134768.0
2017-02-07,3371.77,3365.68,3376.71,3354.63,6375446200.0,69758178999.0
2017-02-08,3361.78,3383.29,3383.69,3347.43,7540287900.0,82869735773.0
2017-02-09,3381.9,3396.29,3406.59,3379.79,9755851500.0,102134228699.0
2017-02-10,3398.32,3413.49,3422.33,3398.03,12376872000.0,121908580284.0
2017-02-13,3416.92,3436.28,3439.54,3416.87,12014453800.0,125332998844.0
2017-02-14,3438.51,3435.8,3440.67,3424.4,9480946500.0,98537165438.0
2017-02-15,3435.39,3421.71,3448.03,3417.08,12764333800.0,124653179488.0
2017-02-16,3421.83,3440.93,3440.93,3418.35,10827696200.0,101809767504.0
2017-02-17,3443.62,3421.44,3457.56,3419.61,11460003600.0,118033129670.0
2017-02-20,3421.64,3471.39,3472.6,3421.64,13262886200.0,134681505159.0
2017-02-21,3475.06,3482.82,3490.09,3472.02,11484200900.0,120675429543.0
2017-02-22,3483.2,3489.76,3489.95,3473.52,10281599400.0,109232425841.0
2017-02-23,3487.57,3473.32,3492.96,3460.12,9953633000.0,106555922466.0
2017-02-24,3468.96,3473.85,3473.85,3455.25,9553513300.0,99875164759.0
2017-02-27,3471.13,3446.22,3472.84,3441.39,9867216000.0,106830874529.0
2017-02-28,3445.03,3452.81,3460.91,3441.36,7521526000.0,81979307361.0
2017-03-01,3452.21,3458.44,3472.7,3449.11,10326035400.0,109317781348.0
2017-03-02,3463.48,3435.1,3468.47,3434.0,8989807700.0,97876187925.0
2017-03-03,3424.66,3427.86,3428.88,3412.83,8099465200.0,90009618835.0
2017-03-06,3427.25,3446.48,3449.03,3425.9,8307088200.0,95178548496.0
2017-03-07,3446.16,3453.96,3454.04,3440.06,8033472000.0,94483824245.0
2017-03-08,3452.2,3448.73,3457.04,3441.26,7958769000.0,89124904682.0
2017-03-09,3442.9,3426.94,3443.05,3414.68,8457038100.0,90090049490.0
2017-03-10,3423.98,3427.89,3436.24,3423.94,7001619900.0,82161714923.0
2017-03-13,3425.67,3458.1,3458.1,3412.69,9168412400.0,108489140923.0
2017-03-14,3456.66,3456.69,3465.39,3448.9,7707796300.0,95317564129.0
2017-03-15,3452.21,3463.64,3463.92,3445.27,7910495400.0,94056256667.0
2017-03-16,3472.27,3481.51,3492.13,3472.27,10633391300.0,124695573677.0
2017-03-17,3485.31,3445.81,3488.5,3441.47,10375556000.0,122368918550.0
2017-03-20,3449.05,3449.61,3454.06,3429.83,8873432200.0,103769403897.0
2017-03-21,3449.77,3466.35,3466.7,3445.64,8770785500.0,113528201390.0
2017-03-22,3450.75,3450.05,3464.33,3433.5,10493589400.0,123865640377.0
2017-03-23,3452.41,3461.98,3470.82,3435.69,9431806200.0,115813813702.0
2017-03-24,3464.2,3489.6,3499.32,3461.11,12564583300.0,141752526681.0
2017-03-27,3488.76,3478.04,3505.98,3474.52,10701537700.0,124388012134.0
2017-03-28,3480.25,3469.81,3482.29,3461.47,8419482000.0,97495938765.0
2017-03-29,3472.97,3465.19,3483.06,3455.55,10485170600.0,114663468279.0
2017-03-30,3461.62,3436.76,3467.3,3422.37,11637692200.0,122088021630.0
2017-03-31,3434.82,3456.05,3456.31,3430.82,9157749100.0,100984904830.0
2017-04-05,3476.42,3503.89,3504.54,3475.15,14339901700.0,160742981172.0
2017-04-06,3507.99,3514.05,3517.78,3495.72,13676700400.0,145221644165.0
2017-04-07,3514.45,3517.46,3526.82,3506.39,14029320400.0,144559675567.0
2017-04-10,3519.46,3505.14,3522.8,3502.08,14188738000.0,155747834572.0
2017-04-11,3503.83,3517.33,3520.13,3466.14,16594583200.0,189457268655.0
2017-04-12,3514.57,3509.44,3523.1,3498.0,18182453700.0,202154571423.0
2017-04-13,3500.28,3514.57,3518.44,3496.57,12998181300.0,133345929014.0
2017-04-14,3516.81,3486.5,3517.47,3476.95,13547407800.0,130425385379.0
2017-04-17,3475.74,3479.94,3480.57,3453.68,11716496100.0,123884371227.0
2017-04-18,3474.89,3462.74,3489.08,3462.63,11092782300.0,126790853425.0
2017-04-19,3452.99,3445.88,3459.35,3418.51,12134926400.0,127050362407.0
2017-04-20,3444.52,3461.55,3465.61,3440.72,11418420800.0,133977258346.0
2017-04-21,3461.39,3466.79,3475.56,3449.54,10441911000.0,115208831746.0
2017-04-24,3458.23,3431.26,3458.23,3403.98,11466079100.0,122778154321.0
2017-04-25,3427.73,3440.97,3449.67,3422.65,9407214800.0,107599357209.0
2017-04-26,3440.25,3445.18,3466.57,3439.15,11194002900.0,131316579235.0
2017-04-27,3435.1,3446.72,3449.27,3399.54,12329842500.0,134610947828.0
2017-04-28,3439.57,3439.75,3439.9,3417.24,10163235100.0,113761006698.0
2017-05-02,3427.92,3426.58,3436.31,3418.67,9279746200.0,101635858602.0
2017-05-03,3421.76,3413.13,3432.22,3403.08,9166962400.0,97854119098.0
2017-05-04,3404.94,3404.39,3421.4,3391.28,10348207500.0,106985952575.0
2017-05-05,3393.48,3382.55,3395.45,3366.56,10989533300.0,117464939578.0
2017-05-08,3369.11,3358.81,3374.16,3339.57,12374928700.0,126885426472.0
2017-05-09,3342.6,3352.53,3358.05,3327.59,7677166800.0,85528831749.0
2017-05-10,3350.65,3337.7,3369.43,3336.0,9208262800.0,102194980791.0
2017-05-11,3322.95,3356.65,3359.6,3312.89,10925289000.0,111576379054.0
2017-05-12,3350.94,3385.38,3387.27,3349.17,9338646600.0,97522124594.0
2017-05-15,3391.59,3399.19,3406.58,3391.59,8297761100.0,92183332845.0
2017-05-16,3390.93,3428.65,3428.85,3373.55,10524241600.0,112814103201.0
2017-05-17,3423.19,3409.97,3433.97,3408.15,9973683700.0,110553451835.0
2017-05-18,3387.67,3398.11,3409.93,3383.93,8575958900.0,88091166041.0
2017-05-19,3395.23,3403.85,3405.94,3392.38,7147352500.0,78397081602.0
2017-05-22,3400.59,3411.24,3424.18,3391.17,9253955900.0,99021121578.0
2017-05-23,3405.03,3424.19,3434.77,3401.53,11691103300.0,126767856025.0
2017-05-24,3409.72,3424.17,3424.17,3383.89,8355316100.0,92620045548.0
2017-05-25,3414.4,3485.66,3490.42,3413.22,13072163100.0,136634020807.0
2017-05-26,3479.62,3480.43,3498.31,3473.04,10324115300.0,112585907354.0
2017-05-31,3495.07,3492.88,3515.08,3474.92,10482974400.0,115968725310.0
2017-06-01,3485.22,3497.74,3499.81,3476.43,10312772400.0,116088766249.0
2017-06-02,3491.59,3486.51,3498.12,3470.2,8266801000.0,92850747181.0
2017-06-05,3480.17,3468.75,3484.12,3462.31,7973815200.0,85609467477.0
2017-06-06,3464.38,3492.88,3492.88,3460.45,6408938800.0,77868793730.0
2017-06-07,3493.88,3533.87,3537.09,3491.13,10441996800.0,124189288483.0
2017-06-08,3531.24,3560.98,3562.27,3528.18,9022490500.0,112035619671.0
2017-06-09,3561.24,3576.17,3590.89,3560.63,10118826500.0,121700586716.0
2017-06-12,3570.22,3574.39,3603.69,3565.9,9038116700.0,117690802225.0
2017-06-13,3569.16,3582.27,3584.41,3559.21,7517713800.0,94223084812.0
2017-06-14,3571.25,3535.3,3571.25,3530.27,8381078300.0,106105319868.0
2017-06-15,3530.75,3528.79,3542.28,3508.95,8263253500.0,106053901141.0
2017-06-16,3522.97,3518.76,3536.14,3514.39,7645270700.0,91462286377.0
2017-06-19,3520.06,3553.67,3554.91,3520.06,7979714100.0,98572358252.0
2017-06-20,3560.79,3546.49,3563.7,3539.51,8050955900.0,98187595478.0
2017-06-21,3567.13,3587.95,3587.99,3545.57,8785982400.0,117147797136.0
2017-06-22,3583.56,3590.34,3635.53,3581.34,13552698700.0,169418803351.0
2017-06-23,3583.44,3622.88,3623.24,3569.32,10512913400.0,133975111796.0
2017-06-26,3627.02,3668.09,3671.94,3627.02,13463799500.0,170736841952.0
2017-06-27,3665.58,3674.72,3676.53,3648.76,9755870200.0,123057231694.0
2017-06-28,3664.16,3646.17,3672.19,3644.03,9792085800.0,124465947132.0
2017-06-29,3649.25,3668.83,3669.13,3644.73,8558949800.0,111847266867.0
2017-06-30,3654.73,3666.8,3669.76,3646.23,8151002800.0,102459981992.0
2017-07-03,3667.23,3650.85,3667.6,3633.78,8882086000.0,115214687872.0
2017-07-04,3646.83,3619.98,3646.85,3611.69,9507141300.0,125350417552.0
2017-07-05,3611.9,3659.68,3660.73,3610.46,8823242500.0,120351565382.0
2017-07-06,3654.56,3660.1,3666.77,3629.56,10237924500.0,132837126778.0
2017-07-07,3647.64,3655.93,3657.11,3631.87,10373549700.0,123465392616.0
2017-07-10,3647.94,3653.69,3667.85,3641.53,12059191000.0,141034626508.0
2017-07-11,3646.88,3670.81,3701.21,3645.99,11876082600.0,145084363277.0
2017-07-12,3672.63,3658.82,3691.58,3640.59,12228779200.0,143494599072.0
2017-07-13,3656.35,3686.92,3690.48,3652.57,12566954900.0,146388679598.0
2017-07-14,3682.62,3703.09,3703.09,3672.74,10551400500.0,121021448889.0
2017-07-17,3700.62,3663.56,3716.47,3621.37,17882160000.0,196217253798.0
2017-07-18,3648.49,3667.18,3667.54,3622.04,12462205600.0,141472283974.0
2017-07-19,3660.87,3729.75,3731.05,3658.2,18247778700.0,198392451748.0
2017-07-20,3725.14,3747.88,3750.19,3723.07,14241003900.0,169267149940.0
2017-07-21,3738.18,3728.6,3751.69,3722.07,11794122600.0,141432632987.0
2017-07-24,3724.38,3743.47,3755.19,3719.85,13486872200.0,154701874682.0
2017-07-25,3742.64,3719.56,3752.16,3713.28,12167205900.0,133531656186.0
2017-07-26,3722.88,3705.39,3738.53,3684.18,13632521000.0,146518004915.0
2017-07-27,3700.86,3712.19,3716.69,3672.5,14500290400.0,161631225346.0
2017-07-28,3703.49,3721.89,3725.54,3696.78,11141139200.0,125817861948.0
2017-07-31,3722.43,3737.87,3746.52,3713.66,14842903900.0,160890133166.0
2017-08-01,3738.74,3770.38,3770.4,3737.1,15254653900.0,173127578959.0
2017-08-02,3768.19,3760.85,3784.35,3759.28,17229338300.0,189336782813.0
2017-08-03,3755.11,3727.83,3766.35,3718.44,14615394400.0,164710461600.0
2017-08-04,3724.72,3707.58,3738.73,3707.0,15747006000.0,168292664589.0
2017-08-07,3701.22,3726.79,3730.78,3689.96,12423153000.0,134348537498.0
2017-08-08,3724.33,3732.21,3737.33,3718.81,13724192800.0,146481868919.0
2017-08-09,3728.03,3731.04,3739.0,3713.57,12467998900.0,137223598286.0
2017-08-10,3724.96,3715.92,3746.86,3688.18,13008512800.0,148005169417.0
2017-08-11,3687.93,3647.35,3700.49,3645.09,15038742100.0,161083470412.0
2017-08-14,3651.38,3694.68,3698.37,3651.38,11530845100.0,140233894117.0
2017-08-15,3695.78,3706.06,3719.29,3692.28,10644485700.0,124790630952.0
2017-08-16,3701.13,3701.42,3707.14,3679.73,10413414100.0,127282165884.0
2017-08-17,3707.07,3721.28,3722.62,3704.41,10865625100.0,137020002920.0
2017-08-18,3707.19,3724.67,3733.49,3700.41,9656170500.0,123078163944.0
2017-08-21,3731.84,3740.99,3744.26,3728.62,10031307300.0,123911716276.0
2017-08-22,3745.75,3752.3,3758.29,3734.56,10029285600.0,131131078398.0
2017-08-23,3747.61,3756.09,3772.46,3741.72,10496157300.0,124081155710.0
2017-08-24,3755.89,3734.65,3765.71,3729.09,8994737200.0,107736019091.0
2017-08-25,3736.29,3795.75,3795.97,3736.29,12994090000.0,150697083062.0
2017-08-28,3805.66,3842.71,3866.94,3805.66,18557632500.0,236446280855.0
2017-08-29,3839.18,3834.54,3847.93,3825.76,12822707000.0,158978683685.0
2017-08-30,3834.27,3834.3,3854.71,3827.86,14135285700.0,166235122004.0
2017-08-31,3835.84,3822.09,3840.2,3800.89,13294493500.0,157079216083.0
2017-09-01,3825.34,3830.54,3843.62,3818.16,15864551100.0,182770431967.0
2017-09-04,3828.54,3845.62,3847.09,3813.55,14956632000.0,175551068278.0
2017-09-05,3845.55,3857.05,3865.29,3841.95,12496415500.0,145779755314.0
2017-09-06,3846.75,3849.45,3858.25,3831.38,13139872300.0,155883314756.0
2017-09-07,3851.69,3829.87,3858.16,3828.84,12388418100.0,156113397125.0
2017-09-08,3830.07,3825.99,3843.02,3813.98,10603650400.0,134958583983.0
2017-09-11,3828.34,3825.65,3850.74,3817.51,12388399700.0,154793900773.1
2017-09-12,3832.24,3837.93,3849.39,3822.0,14419024200.0,187605312030.0
2017-09-13,3835.55,3842.61,3847.78,3822.94,9541078500.0,126254360933.0
2017-09-14,3843.57,3829.96,3854.49,3820.09,11535858300.0,143111639152.0
2017-09-15,3826.14,3831.3,3843.3,3818.52,12242700600.0,153477215180.0
2017-09-18,3832.96,3843.14,3862.36,3832.96,11793440500.0,152841028494.0
2017-09-19,3849.88,3832.12,3857.3,3820.29,11243298700.0,145528457523.0
2017-09-20,3830.15,3842.44,3850.94,3827.89,10112954200.0,135041882371.0
2017-09-21,3843.26,3837.82,3860.8,3837.38,11109819200.0,144132893229.0
2017-09-22,3826.46,3837.73,3842.25,3816.82,10061980200.0,128360894859.0
2017-09-25,3829.22,3817.79,3835.39,3811.12,10394897600.0,135980239129.0
2017-09-26,3810.33,3820.78,3821.69,3808.38,8186940700.0,101036334815.0
2017-09-27,3818.96,3821.2,3832.57,3818.81,8565581100.0,109299492247.0
2017-09-28,3821.59,3822.54,3827.33,3813.75,9354406900.0,115646338522.0
2017-09-29,3825.2,3836.5,3852.22,3825.2,9330602800.0,116056776566.0
2017-10-09,3910.11,3882.21,3918.84,3876.03,13553585100.0,171941460832.0
2017-10-10,3883.0,3889.86,3900.74,3855.47,11253258600.0,157979737603.0
2017-10-11,3886.82,3902.69,3913.07,3885.5,10441815100.0,144152740056.0
2017-10-12,3902.02,3912.95,3917.44,3897.55,9434092100.0,123147248618.0
2017-10-13,3912.97,3921.0,3927.17,3908.89,9014206800.0,114314854703.0
2017-10-16,3926.28,3913.45,3947.42,3913.32,12135503300.0,150823756592.0
2017-10-17,3910.79,3913.07,3924.61,3900.48,8224122700.0,106708451684.0
2017-10-18,3914.82,3944.16,3944.41,3914.82,10096984100.0,126420379660.0
2017-10-19,3940.58,3931.25,3944.03,3923.65,10652725200.0,133189855169.0
2017-10-20,3918.53,3926.85,3928.96,3910.2,7298018000.0,94529636639.0
2017-10-23,3930.89,3930.8,3936.27,3920.66,8148498000.0,100280911371.0
2017-10-24,3926.23,3959.4,3959.5,3922.03,9305815400.0,120192150584.0
2017-10-25,3958.17,3976.95,3978.09,3954.0,8820545800.0,106820309535.0
2017-10-26,3980.05,3993.58,4013.6,3973.55,12989546500.0,170488618587.0
2017-10-27,3992.55,4021.97,4024.46,3991.35,12667284600.0,152974831071.0
2017-10-30,4022.16,4009.72,4033.34,3960.27,15738760300.0,193489838439.0
2017-10-31,3995.39,4006.72,4009.28,3983.26,10917877900.0,142897206949.0
2017-11-01,4007.91,3996.62,4032.46,3991.32,13041738000.0,166477138571.0
2017-11-02,3994.09,3997.13,3999.23,3971.38,12610057900.0,151981363640.0
2017-11-03,3992.35,3992.7,3999.34,3963.03,12940443900.0,158142056585.0
2017-11-06,3989.18,4020.89,4021.64,3975.41,12208115900.0,158911861111.0
2017-11-07,4022.4,4054.25,4064.22,4021.36,15211666300.0,193990974032.0
2017-11-08,4051.49,4048.01,4089.15,4040.58,15082771900.0,200949740671.0
2017-11-09,4043.07,4075.9,4076.61,4038.4,12105633500.0,159247198176.0
2017-11-10,4070.28,4111.91,4116.71,4067.66,14181716500.0,198869833811.0
2017-11-13,4115.55,4128.07,4137.65,4115.55,15144630900.0,205930794541.0
2017-11-14,4129.27,4099.35,4133.55,4086.89,14323693600.0,199605009025.0
2017-11-15,4084.21,4073.67,4102.81,4055.72,12063569600.0,177753075436.0
2017-11-16,4063.49,4105.01,4107.62,4062.27,12138441400.0,172903880580.0
2017-11-17,4094.08,4120.85,4122.38,4081.37,19178411900.0,253079314045.0
2017-11-20,4093.73,4143.83,4144.51,4060.96,13744725800.0,191589637482.0
2017-11-21,4131.85,4217.7,4220.26,4129.98,18035082100.0,253302199628.0
2017-11-22,4228.37,4227.57,4260.64,4191.15,18647700300.0,254298361690.0
2017-11-23,4213.38,4102.4,4214.19,4086.9,17814722800.0,237536704704.0
2017-11-24,4089.47,4104.2,4116.59,4057.49,13085804000.0,182912191367.0
2017-11-27,4088.93,4049.95,4088.93,4037.15,14345526800.0,183004551223.0
2017-11-28,4034.21,4055.82,4056.48,4010.3,10205809500.0,135539647289.0
2017-11-29,4061.35,4053.75,4069.24,4004.69,12455364200.0,165743341284.0
2017-11-30,4034.01,4006.1,4052.8,3988.0,10798334500.0,145829948321.0
2017-12-01,4003.56,3998.14,4027.11,3984.38,9738691300.0,136010927567.0
2017-12-04,3989.05,4018.86,4032.99,3982.32,10264721900.0,138223055525.0
2017-12-05,4007.94,4040.17,4045.93,4006.54,15408707600.0,196337660259.0
2017-12-06,4027.12,4015.82,4031.75,3964.81,10928620500.0,144114954180.0
2017-12-07,4003.58,3971.06,4017.95,3955.99,9025404500.0,119651201504.0
2017-12-08,3962.83,4003.38,4014.14,3955.44,8928286100.0,124371230332.0
2017-12-11,4006.88,4069.5,4069.5,4005.27,9714894600.0,148476588469.0
2017-12-12,4068.51,4016.02,4070.15,4015.45,8433871800.0,123515183182.0
2017-12-13,4013.83,4050.09,4052.69,4004.74,7754613100.0,115006383360.0
2017-12-14,4050.9,4026.15,4057.62,4013.85,8076886200.0,115086944924.0
2017-12-15,4018.73,3980.86,4020.27,3974.93,8904438900.0,118474144231.0
2017-12-18,3983.3,3985.29,4008.07,3967.93,7785337500.0,111724349856.0
2017-12-19,3985.82,4035.33,4035.63,3985.82,7752898500.0,115998204342.0
2017-12-20,4036.02,4030.49,4044.85,4015.63,9060450300.0,126812878124.0
2017-12-21,4023.08,4067.85,4080.78,4014.65,9683608900.0,137819520871.0
2017-12-22,4064.91,4054.6,4076.8,4048.49,7347368400.0,104426496022.0
2017-12-25,4057.42,4041.54,4086.93,4026.45,9192696200.0,129938839152.0
2017-12-26,4040.62,4053.62,4056.86,4015.3,9111879000.0,119725100617.0
2017-12-27,4045.28,3991.21,4047.74,3986.74,10515357700.0,140516907102.0
2017-12-28,3993.0,4018.9,4036.7,3980.24,11854288600.0,153636695762.0
2017-12-29,4022.88,4030.85,4043.14,4012.87,9048668300.0,121257038529.0
2018-01-02,4045.21,4087.4,4087.78,4045.21,14693543500.0,178402032875.0
2018-01-03,4091.46,4111.39,4140.05,4088.73,15185221800.0,205726889556.0
2018-01-04,4114.12,4128.81,4137.64,4105.89,13454379400.0,174523556133.0
2018-01-05,4133.34,4138.75,4151.28,4123.28,14900987200.0,185206293226.0
2018-01-08,4140.85,4160.16,4166.32,4127.31,17387766600.0,226403872932.0
2018-01-09,4157.54,4189.3,4191.28,4153.5,13903429400.0,181975079758.0
2018-01-10,4187.2,4207.81,4211.05,4175.14,15112166600.0,194850253886.0
2018-01-11,4197.11,4205.59,4211.8,4181.96,12157853900.0,170407305946.0
2018-01-12,4205.14,4225.0,4227.39,4199.03,11135479400.0,157606210635.0
2018-01-15,4229.84,4225.24,4262.93,4216.36,17090789700.0,234986586088.0
2018-01-16,4215.62,4258.47,4260.21,4213.13,16149496300.0,228271224756.0
2018-01-17,4261.78,4248.12,4283.34,4230.54,21431103200.0,284554359815.0
2018-01-18,4259.38,4271.42,4292.64,4246.68,17203284600.0,225289688909.0
2018-01-19,4281.94,4285.4,4316.57,4269.62,20949057000.0,258554725360.0
2018-01-22,4276.48,4336.6,4338.48,4275.9,17464319500.0,233960223311.0
2018-01-23,4346.89,4382.61,4383.57,4346.79,20186758500.0,257113359897.0
2018-01-24,4389.45,4389.89,4397.82,4349.09,21981888900.0,284470809530.0
2018-01-25,4381.98,4365.08,4392.2,4336.24,19537495000.0,250308091870.0
2018-01-26,4352.22,4381.3,4403.34,4351.49,17722723700.0,223331309122.0
2018-01-29,4387.06,4302.02,4395.91,4287.11,19110035400.0,256176323789.0
2018-01-30,4286.68,4256.1,4308.51,4251.57,13903473000.0,186650566155.0
2018-01-31,4234.11,4275.9,4287.86,4232.77,14521016400.0,194401798025.0
2018-02-01,4276.34,4245.9,4287.39,4214.29,19000293400.0,239230298933.0
2018-02-02,4213.94,4271.23,4271.76,4181.78,14606682700.0,191169867288.0
2018-02-05,4204.46,4274.15,4274.15,4200.14,16134779900.0,217360144504.0
2018-02-06,4182.33,4148.89,4211.52,4131.56,21491045000.0,279415083155.0
2018-02-07,4205.74,4050.5,4212.57,4048.42,20312749300.0,261507027391.0
2018-02-08,4022.88,4012.05,4071.67,3974.68,15926998500.0,199061771955.0
2018-02-09,3896.17,3840.65,3911.29,3759.15,20634982800.0,246774828431.0
2018-02-12,3846.27,3890.1,3907.84,3828.07,11618263700.0,149858043556.0
2018-02-13,3925.6,3935.63,3986.98,3925.6,11256588500.0,144479354377.0
2018-02-14,3945.09,3966.96,3971.4,3923.13,7108133800.0,93110201390.0
2018-02-22,4020.97,4052.73,4058.79,4009.92,10581157100.0,138334361735.0
2018-02-23,4061.75,4071.09,4085.2,4035.23,9945874600.0,128195835194.0
2018-02-26,4093.4,4118.42,4128.74,4048.98,13788100100.0,179013093605.0
2018-02-27,4120.87,4058.98,4120.87,4051.81,12593447000.0,169684900954.0
2018-02-28,4016.79,4023.64,4051.71,3991.71,10934359300.0,152493909262.0
2018-03-01,3994.87,4049.09,4061.03,3986.89,11019985200.0,146003456663.0
2018-03-02,4014.95,4016.46,4044.42,4006.94,9616500000.0,130931181201.0
2018-03-05,4021.66,4018.1,4042.83,3995.87,8795254800.0,118197859452.0
2018-03-06,4034.99,4066.56,4067.55,3998.93,13876244400.0,171370654136.0
2018-03-07,4063.5,4036.65,4089.7,4027.94,10695242600.0,136572305560.0
2018-03-08,4038.95,4077.6,4078.23,4029.71,9115581000.0,123634637120.0
2018-03-09,4088.07,4108.87,4110.67,4076.45,11370180800.0,150024119651.0
2018-03-12,4130.71,4127.67,4139.53,4112.77,14090673900.0,190367593786.0
2018-03-13,4124.33,4091.25,4130.28,4087.56,11176643000.0,141174160638.0
2018-03-14,4076.06,4073.34,4089.09,4066.49,9901340900.0,131537959370.0
2018-03-15,4058.71,4096.16,4098.99,4058.71,8816115600.0,126882452702.0
2018-03-16,4096.89,4056.42,4110.05,4055.82,8489618800.0,122125342027.0
2018-03-19,4054.62,4074.25,4074.52,4033.52,8150288200.0,118183815140.0
2018-03-20,4045.74,4077.7,4080.19,4040.31,8060528000.0,111980234031.0
2018-03-21,4097.02,4061.05,4110.12,4046.24,9760948800.0,139330411871.0
2018-03-22,4062.07,4020.35,4072.38,4003.72,8909525900.0,127664337990.0
2018-03-23,3896.74,3904.94,3928.51,3834.94,18008044900.0,218905031317.0
2018-03-26,3862.69,3879.89,3883.9,3829.92,11513912800.0,156604527227.0
2018-03-27,3927.49,3913.27,3936.78,3881.87,11370071100.0,162291546573.0
2018-03-28,3865.05,3842.72,3907.28,3835.88,10149490800.0,155848951057.0
2018-03-29,3854.59,3894.05,3913.96,3794.26,11662906600.0,164996782981.0
2018-03-30,3893.75,3898.5,3915.35,3879.21,9751227000.0,137959280455.0
2018-04-02,3897.01,3886.92,3937.02,3882.89,11124266600.0,159356080038.0
2018-04-03,3850.15,3862.48,3878.15,3839.93,9513736900.0,132049936105.0
2018-04-04,3873.63,3854.86,3898.61,3852.5,8873060900.0,131593067938.0
2018-04-09,3851.95,3852.93,3870.67,3827.41,8410546200.0,118167273509.0
2018-04-10,3860.72,3927.17,3927.42,3851.8,10617372200.0,137941300225.0
2018-04-11,3934.17,3938.34,3958.71,3924.96,11193302100.0,139989290630.0
2018-04-12,3935.67,3898.64,3937.78,3896.18,8269949000.0,108075565476.0
2018-04-13,3920.74,3871.14,3929.95,3866.19,7154420300.0,98921826969.0
2018-04-16,3862.47,3808.86,3869.16,3789.61,9921777000.0,131566866868.0
2018-04-17,3812.87,3748.64,3822.63,3745.44,9061079000.0,126518751972.0
2018-04-18,3785.31,3766.28,3789.66,3708.11,10667670600.0,143077676004.0
2018-04-19,3774.78,3811.84,3824.03,3767.8,9905406000.0,127520121562.0
2018-04-20,3801.21,3760.85,3815.44,3750.1,9928292500.0,123550664541.0
2018-04-23,3754.69,3766.33,3787.4,3735.18,9035629100.0,111763031500.0
2018-04-24,3769.88,3843.49,3854.43,3769.88,11421952500.0,145700512791.0
2018-04-25,3824.59,3828.7,3838.69,3817.03,7817261200.0,105750449452.0
2018-04-26,3823.39,3755.49,3828.71,3744.89,8715064100.0,125772304515.0
2018-04-27,3771.04,3756.88,3776.98,3714.64,8953172600.0,142113627600.0
2018-05-02,3769.93,3763.65,3787.3,3744.55,8330103500.0,120083483290.0
2018-05-03,3756.17,3793.0,3797.53,3732.37,9396111800.0,122740168864.0
2018-05-04,3784.32,3774.6,3801.52,3770.94,7155428800.0,98315254609.0
2018-05-07,3782.54,3834.19,3834.59,3776.03,8728619500.0,126354800811.0
2018-05-08,3834.61,3878.68,3892.07,3833.73,9421515700.0,135445862529.0
2018-05-09,3876.13,3871.62,3878.94,3855.74,6671296600.0,92322896271.0
2018-05-10,3882.84,3893.06,3894.49,3867.31,7066780900.0,103255140585.0
2018-05-11,3902.15,3872.84,3903.34,3871.95,7335660400.0,107715457040.0
2018-05-14,3886.87,3909.29,3919.3,3886.87,8197599900.0,122520047995.0
2018-05-15,3920.14,3924.1,3924.34,3892.92,7604955500.0,106091905845.0
2018-05-16,3909.82,3892.84,3923.34,3889.19,7191364600.0,106533930265.0
2018-05-17,3895.49,3864.05,3899.51,3858.85,5903012300.0,87104164680.0
2018-05-18,3860.16,3903.06,3903.06,3841.9,7261395600.0,96823851809.0
2018-05-21,3925.54,3921.24,3937.46,3913.6,9264173700.0,120528726019.0
2018-05-22,3918.82,3906.21,3918.82,3881.17,7536877800.0,102883344897.0
